date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(mm),GW(feet)
15/4/1989,15.58,23.735,0.528,303.16,2075.24,0.011318825,9.329268293,26.82
16/4/1989,10.39,23.245,0.528,301.23,2013.65,0.023356306,9.298780488,26.6
17/4/1989,5.33,23.83,0.528,332.78,2190.98,0.026949583,9.283536585,26.48
18/4/1989,0,23.555,0.532000116,370.11,2124.46,0.025152944,9.298780488,26.78
19/4/1989,0,23,0.532000116,449.84,1880,0.014373111,9.329268293,26.78
20/4/1989,10.28,22.995,0.532000116,340.09,1869.61,0.010240842,9.375,26.66
21/4/1989,0,21.65,0.535185532,441.42,1760,0.012037481,9.070121951,26.32
22/4/1989,0,20.63,0.535999884,444.77,1640,0.009342522,7.423780488,26.57
23/4/1989,0,20.995,0.535999884,493.89,1438.79,0.005569581,7.423780488,26.9
24/4/1989,0,22.17,0.535999884,506.81,1478.08,0.002515294,6.463414634,26.91
25/4/1989,0,22.98,0.54,496.97,1579.42,0.000898319,6.463414634,26.48
26/4/1989,0,23.25,0.54,484.3,1646.59,0.000179664,6.539634146,26.22
27/4/1989,0,24.25,0.54,497.33,1675.76,0,6.692073171,25.95
28/4/1989,0,24.005,0.54,505.26,1605.33,0,6.173780488,25.88
29/4/1989,0,24.635,0.544000116,455.78,1879.86,0,6.006097561,25.65
30/4/1989,14.78,23.965,0.544000116,308.21,2080,0.001077983,6.006097561,25.53
1/5/1989,4.73,25.205,0.544000116,295.05,2313.62,0.002874622,6.158536585,25.47
2/5/1989,0,25.07,0.544000116,390.04,2268.09,0.001437311,6.37195122,25.4
3/5/1989,0,23.34,0.547999884,450.16,1845.69,0.000179664,6.554878049,26.12
4/5/1989,0,23.51,0.547999884,423.98,1964.81,0,6.722560976,26.13
5/5/1989,0,24.44,0.547999884,416.4,2088.5,0,6.875,25.97
6/5/1989,0,25.55,0.547999884,441.4,2112.54,0,7.042682927,25.74
7/5/1989,0,24.33,0.549349769,484.35,1814.83,0,6.99695122,25.58
8/5/1989,0,21.195,0.552,537.92,1336.2,0,6.99695122,25.49
9/5/1989,0,22,0.552,504.78,1536.39,0,7.149390244,25.43
10/5/1989,0,24.25,0.552,464.36,1896.48,0,7.301829268,25.41
11/5/1989,0,23.565,0.552,447.36,1866.93,0,7.408536585,25.41
12/5/1989,0,20.67,0.556,509.38,1389.25,0,7.5,25.39
13/5/1989,0,22.405,0.556,506.09,1528.6,0,7.591463415,25.35
14/5/1989,0,24.1,0.556,521.23,1590.47,0,7.515243902,25.95
15/5/1989,7.41,25.5,0.556,361.86,2057.04,0,7.62195122,25.97
16/5/1989,5.03,25.415,0.556,409.22,2051.96,0,7.713414634,25.77
17/5/1989,0,26.525,0.56,431.23,2253.29,0,7.759146341,25.92
18/5/1989,0,27.035,0.56,366.09,2584.11,0,7.835365854,25.92
19/5/1989,0,24.825,0.56,404.44,2172.18,0,7.896341463,25.71
20/5/1989,0,24.025,0.56,467.48,1836.5,0,7.957317073,26.07
21/5/1989,0,25.5,0.56,478.65,1923.73,0,8.018292683,26.12
22/5/1989,0,26.45,0.561349769,448.37,2158.06,0,8.094512195,26.79
23/5/1989,4.98,26.01,0.563999884,362.63,2139.51,0,8.170731707,26.98
24/5/1989,0,26.515,0.563999884,473.8,2008.69,0,8.24695122,27.12
25/5/1989,0,26.455,0.563999884,428.76,2215.42,0,8.307926829,27.1
26/5/1989,0,26.96,0.563999884,406.1,2386.11,0,8.307926829,26.68
27/5/1989,0,27.02,0.563999884,431.69,2280.5,0,8.277439024,27.2
28/5/1989,0,27.5,0.563999884,405.39,2470.18,0,8.353658537,26.87
29/5/1989,0,27.015,0.567185417,388.52,2482.64,0,8.445121951,26.46
30/5/1989,0,27.06,0.568,377.64,2543.96,0,8.536585366,26.17
31/5/1989,0,27.055,0.568,349.71,2648.74,0,8.612804878,26.01
1/6/1989,0,26.5,0.568,417.05,2193.14,0,8.673780488,25.77
2/6/1989,0,25.775,0.568,467.87,1708.74,0,8.75,25.6
3/6/1989,0,25.975,0.568,474.69,1688.61,0,8.429878049,25.61
4/6/1989,0,27.26,0.568,406.51,2123.49,0,8.231707317,25.61
5/6/1989,0,27.035,0.568,449.76,1889.3,0,8.125,26.02
6/6/1989,0,27.43,0.568078356,428.4,1949.03,0,8.170731707,26.02
7/6/1989,15.94,26.245,0.571185532,328.98,1988.07,0,8.216463415,26.04
8/6/1989,0.3,27.25,0.572,440.29,1907.61,0,8.323170732,26.03
9/6/1989,0,28.37,0.572,417.05,2146.61,0,8.429878049,25.83
10/6/1989,0,27.76,0.572,441.6,1959.81,0,8.582317073,26.39
11/6/1989,0,27.255,0.572,445.9,1894.52,0,8.704268293,26.37
12/6/1989,0,27.485,0.572,430.58,1996.98,0,8.704268293,26.21
13/6/1989,0,27.975,0.572,431.11,2047.98,0,8.704268293,25.92
14/6/1989,0,28.35,0.572,417.61,2164.05,0,8.704268293,25.72
15/6/1989,0,28.615,0.572,400.99,2287.34,0,8.704268293,25.6
16/6/1989,0,28.625,0.572,399.93,2297.4,0,8.704268293,25.61
17/6/1989,0,27.89,0.572,405.1,2187.51,0,8.704268293,25.62
18/6/1989,0,27.25,0.572,429.87,1996.97,0,8.704268293,25.44
19/6/1989,0,26.5,0.572,449.1,1838.01,0,8.704268293,25.33
20/6/1989,0,26,0.572,425.66,1904.61,0,8.704268293,25.23
21/6/1989,10.03,26.215,0.572,321.13,2173.1,0,8.704268293,25.27
22/6/1989,13.98,26.37,0.572,305.61,2347.78,0,8.704268293,25.4
23/6/1989,0,26.435,0.572,363.04,2429.07,0,8.704268293,25.45
24/6/1989,8.9,25.77,0.572,282.21,2472.16,0,8.704268293,25.48
25/6/1989,0,25.73,0.572,443.45,2039.55,0.000718656,8.704268293,25.48
26/6/1989,0,26.2,0.572,418.02,2209.7,0.000718656,8.704268293,25.48
27/6/1989,0,27,0.572,426.3,2263.92,0,8.704268293,25.47
28/6/1989,0,26.875,0.572,429.6,2233.65,0,8.704268293,25.46
29/6/1989,14.52,26.25,0.572,283.41,2555.39,0.000179664,8.704268293,25.68
30/6/1989,1.07,26.5,0.572,353.03,2579.33,0.007905211,8.704268293,25.75
1/7/1989,0,26,0.572,401.28,2349.64,0.044915972,8.704268293,25.37
2/7/1989,12.23,26.96,0.572,299.01,2622.12,0.04850925,8.704268293,25.2
3/7/1989,0,27.25,0.572,412.7,2519.68,0.071865556,8.704268293,25.1
4/7/1989,0,27.5,0.572,426.21,2487.71,0.098815139,8.704268293,25.17
5/7/1989,0,27.08,0.572,436.22,2357.93,0.082645389,8.704268293,25.32
6/7/1989,0,27.075,0.569349653,410.03,2438.04,0.082645389,8.704268293,25.34
7/7/1989,0,27.255,0.568,420.96,2413.07,0.059289083,8.704268293,27.11
8/7/1989,0,27.5,0.568,435.68,2374.08,0.035932778,8.704268293,27.53
9/7/1989,0,26.88,0.568,483.07,2071.23,0.019763028,8.704268293,27.53
10/7/1989,0,27.22,0.568,495.04,2044.13,0.009522186,8.704268293,27.38
11/7/1989,0,28.445,0.568,475.55,2274.56,0.004311933,8.704268293,27.17
12/7/1989,0.09,28.5,0.568,476.1,2272.35,0.001976303,8.704268293,27.05
13/7/1989,0,28.005,0.568,479.18,2203.17,0.003772942,8.704268293,26.89
14/7/1989,0,28.235,0.568,469.72,2212.02,0.012576472,8.704268293,26.66
15/7/1989,0,28.085,0.565349769,457.09,2153.6,0.012576472,8.704268293,26.46
16/7/1989,16.26,27.755,0.563999884,330.46,2396.51,0.007186556,8.704268293,26.22
17/7/1989,0,27.94,0.563999884,457.95,2143.42,0.003413614,8.704268293,26.01
18/7/1989,1.57,28,0.563999884,419.82,2311.44,0.001976303,8.704268293,26.18
19/7/1989,0,27.515,0.563999884,461.99,2090.32,0.001077983,8.704268293,26.34
20/7/1989,14.39,27.69,0.563999884,345.03,2307.01,0.000179664,8.704268293,26.09
21/7/1989,0,27.825,0.563999884,421.46,2353.93,0.000359328,8.704268293,25.86
22/7/1989,12.23,27.25,0.56,307.64,2582.75,0.01616975,8.704268293,25.66
23/7/1989,1.76,28,0.56,374.03,2613.77,0.016349414,8.704268293,25.49
24/7/1989,0,27.765,0.56,381.92,2629.78,0.007366219,8.704268293,25.36
25/7/1989,1.23,27.705,0.56,365.74,2661.2,0.003952606,8.704268293,25.27
26/7/1989,0,27.505,0.56,367.93,2679.11,0.002515294,8.704268293,25.19
27/7/1989,1.66,27,0.55735,376.15,2483.36,0.001437311,8.704268293,25.11
28/7/1989,0,28,0.556,428.66,2454.77,0.000718656,8.704268293,25.08
29/7/1989,0,27.905,0.556,432.91,2420.12,0,8.704268293,25.05
30/7/1989,0,27.76,0.556,443.94,2253.44,0,8.704268293,25
31/7/1989,11,28,0.556,314.05,2628.51,0.000538992,8.704268293,24.94
1/8/1989,15.55,27.25,0.553349653,346.47,2464.44,0.015990086,8.704268293,24.92
2/8/1989,0,27.78,0.552,437.07,2414.48,0.041322695,8.704268293,24.9
3/8/1989,12.44,28.25,0.552,335.12,2619.41,0.118578167,8.704268293,25.01
4/8/1989,0,28.25,0.552,427.92,2573.2,0.179663889,8.704268293,25.09
5/8/1989,0,27.415,0.552,440.05,2406.81,0.118578167,8.704268293,25.12
6/8/1989,0,28,0.547999884,462.93,2352.69,0.079052111,8.704268293,25.13
7/8/1989,0,28.47,0.547999884,459.97,2419.47,0.057492445,8.704268293,25.14
8/8/1989,0.97,28.26,0.547999884,441.95,2471.14,0.039526056,8.704268293,25.13
9/8/1989,15.24,27.755,0.547999884,333.02,2558.83,0.030542861,8.704268293,25.12
10/8/1989,16.66,27,0.544000116,329.27,2480,0.021559667,8.704268293,25.15
11/8/1989,5.48,26.5,0.544000116,410.47,2308.91,0.016708742,8.704268293,25.13
12/8/1989,0,26.75,0.544000116,428.58,2477.04,0.017068069,8.704268293,25.12
13/8/1989,29.09,26.75,0.544000116,301.55,2560,0.062882361,8.704268293,25.11
14/8/1989,10.05,27.5,0.540078472,308.68,2640.69,0.141934473,8.704268293,25.09
15/8/1989,0,27.775,0.54,421.27,2647.3,0.323395001,8.704268293,25.03
16/8/1989,0,27.75,0.54,422.41,2640,0.449159723,8.704268293,24.99
17/8/1989,11.23,27.62,0.54,314.48,2628.81,0.377294167,8.704268293,25.01
18/8/1989,0,28,0.535999884,407.44,2720,0.34136139,8.704268293,25.04
19/8/1989,8.86,27.56,0.535999884,304.89,2659.61,0.431193334,8.704268293,25.07
20/8/1989,16.42,26.79,0.535999884,299.21,2573.25,1.185781669,8.704268293,25.14
21/8/1989,16.27,27.085,0.535999884,285.94,2667.86,2.569193617,8.704268293,25.17
22/8/1989,0.59,27.51,0.532000116,374.82,2725.7,2.371563339,9.039634146,25.19
23/8/1989,0,27.75,0.532000116,366.07,2799.5,1.706806948,8.841463415,25.21
24/8/1989,0,27.92,0.532000116,369.01,2813.8,1.16781528,8.780487805,25.15
25/8/1989,0,28.265,0.532000116,390.1,2800,0.934252224,8.704268293,25.12
26/8/1989,4.13,28.25,0.528,372.13,2800,1.042050558,8.658536585,25.13
27/8/1989,12.05,27.765,0.528,273.95,2796.66,2.371563339,8.75,25.13
28/8/1989,0,28.22,0.528,362.57,2871.59,4.060403898,8.734756098,25.11
29/8/1989,0,28.635,0.524078472,336.27,3043.59,4.743126677,8.887195122,25.12
30/8/1989,0,28.165,0.524,385.65,2800,3.934639175,9.054878049,25.14
31/8/1989,0,28.275,0.524,390.5,2800,2.659025561,9.207317073,25.1
1/9/1989,0,28.75,0.524,385.96,2879.58,1.940370004,9.344512195,25.05
2/9/1989,15.9,28,0.520000116,302.78,2720,2.281731394,9.466463415,24.95
3/9/1989,8.61,27.7,0.520000116,293.88,2717.56,1.473243892,9.588414634,24.88
4/9/1989,8.16,27.52,0.520000116,286.26,2720,1.814605282,9.664634146,24.86
5/9/1989,9.76,27.605,0.517349884,269.54,2800,2.497328061,9.771341463,24.86
6/9/1989,6.11,28,0.516,264.11,2880,5.012622511,9.832317073,24.87
7/9/1989,0.41,28,0.516,353.71,2880,5.156353622,9.93902439,24.86
8/9/1989,0,28,0.516,383.05,2800,4.276000565,10.0152439,24.87
9/9/1989,0,27.75,0.512,342.28,2880,3.503445841,10.07621951,24.8
10/9/1989,0,27.025,0.512,364.98,2720,2.712924728,10.09146341,24.8
11/9/1989,0,27,0.512,391.92,2640,2.084101116,10.18292683,24.82
12/9/1989,0,27.18,0.508000116,390.58,2665.52,1.581042226,8.490853659,24.81
13/9/1989,0,27.25,0.508000116,401.65,2640,1.203748058,7.759146341,24.83
14/9/1989,0,27.5,0.508000116,410.91,2640,0.880353057,7.728658537,24.83
15/9/1989,0,27.765,0.508000116,397.62,2720,0.646790001,7.850609756,25.07
16/9/1989,0,27.51,0.504000116,385.6,2720,0.50305889,8.00304878,25.05
17/9/1989,34.86,27.485,0.504000116,288.95,2715.81,0.880353057,8.140243902,24.95
18/9/1989,34.27,27.125,0.504000116,284.78,2680.56,3.18005084,7.713414634,24.86
19/9/1989,16.04,27,0.5,289.43,2640,3.126151673,7.652439024,24.88
20/9/1989,0,26.985,0.5,407.33,2560,2.281731394,7.317073171,24.89
21/9/1989,0,26.75,0.5,395.85,2560,1.473243892,7.301829268,24.93
22/9/1989,0,26.5,0.5,426.44,2400,0.898319446,7.5,24.955
23/9/1989,14.99,26.825,0.495999884,295.09,2560,1.095949725,7.743902439,24.98
24/9/1989,12.31,26.72,0.495999884,271.54,2640,0.934252224,7.896341463,24.98
25/9/1989,10.35,27.155,0.495999884,267.61,2718.06,1.976302782,8.079268293,25.02
26/9/1989,20.69,27.275,0.491999537,269.71,2720,5.479748623,8.231707317,25.06
27/9/1989,0,27.75,0.491999537,354.83,2800,6.090605847,8.399390244,25.09
28/9/1989,0,28.24,0.491999537,322.23,3000,4.922790566,8.506097561,25.13
29/9/1989,0,28.025,0.491999537,309.86,3000,3.575311397,8.643292683,25.3
30/9/1989,0,27.78,0.488000116,323.78,2894.72,2.497328061,8.780487805,25.26071429
1/10/1989,0,27.75,0.488000116,351.85,2800,1.742739726,8.887195122,25.22142857
2/10/1989,0,28.205,0.488000116,346.23,2879.58,1.455277503,8.948170732,25.18214286
3/10/1989,0,26.02,0.483999884,394.47,2400,1.257647225,9.024390244,25.14285714
4/10/1989,0,26.05,0.483999884,388.69,2416.65,1.060016947,8.643292683,25.10357143
5/10/1989,0,25.75,0.483999884,400,2320,0.862386669,8.475609756,25.06428571
6/10/1989,0,25,0.482650116,425.57,2120.22,0.718655557,8.445121951,25.025
7/10/1989,0,26,0.48,400,2320,1.095949725,8.551829268,24.98571429
8/10/1989,22.97,26.27,0.48,291.19,2400,8.480135574,8.719512195,24.94642857
9/10/1989,26.68,25.96,0.48,263.61,2480,8.965228075,8.582317073,24.90714286
10/10/1989,59.66,25.99,0.476,242.84,2560,10.42050558,8.582317073,24.86785714
11/10/1989,20.11,25.5,0.476,244.98,2480,15.86432142,8.353658537,24.82857143
12/10/1989,0,26.42,0.476,297.75,2693.73,13.00766558,8.170731707,24.78928571
13/10/1989,0,26.5,0.475921528,320,2640,9.288623076,7.682926829,24.75
14/10/1989,0,26.75,0.472,330.32,2640,6.899093348,7.637195122,24.79
15/10/1989,0,26.75,0.472,352,2560,5.425849456,7.759146341,24.82
16/10/1989,0,26.65,0.472,345.33,2560,4.832958622,7.942073171,24.83
17/10/1989,0,26.795,0.468,349.65,2560,4.114303065,8.155487805,24.83
18/10/1989,7.02,26.69,0.468,260.44,2560,3.467513063,8.292682927,24.83
19/10/1989,4.53,25.39,0.468,266.4,2320.92,3.198017229,8.429878049,24.83
20/10/1989,0,16.9,0.468,446.93,1201.87,3.665143341,8.506097561,24.8
21/10/1989,0,13.25,0.463999884,438.4,960,4.293966954,8.475609756,24.8
22/10/1989,0,16.555,0.463999884,426.06,1223.1,3.719042508,8.582317073,24.795
23/10/1989,0,18.63,0.463999884,436.3,1320.43,3.072252507,8.719512195,24.79
24/10/1989,0,21.775,0.463999884,383.07,1763.97,2.479361672,8.81097561,24.77
25/10/1989,0.09,22.5,0.459999884,329.8,2000,2.030201949,8.902439024,24.71
26/10/1989,0,22,0.459999884,351.24,1880,1.742739726,8.963414634,24.75
27/10/1989,0.52,21.85,0.459999884,293.9,2000,1.563075837,8.978658537,24.78
28/10/1989,5.09,22.5,0.459921412,224.32,2080,1.437311114,8.856707317,24.8
29/10/1989,0,21.755,0.455999884,312.88,1920,1.329512781,8.765243902,24.81
30/10/1989,0,22.755,0.455999884,254.24,2201.41,1.221714447,8.170731707,24.84
31/10/1989,0,22.54,0.455999884,292.33,2086.48,1.131882502,8.094512195,24.86
1/11/1989,0,22.285,0.455999884,324.93,1935.16,1.024084169,8.216463415,24.85
2/11/1989,0,23.485,0.452,329.47,2080,0.934252224,8.384146341,24.85
3/11/1989,0,22.795,0.452,339.72,1930.92,0.826453891,8.551829268,24.82
4/11/1989,0,22.55,0.452,323.23,1958.22,0.736621946,8.704268293,24.81
5/11/1989,0,23.34,0.452,332.5,2029.46,0.682722779,8.704268293,24.8
6/11/1989,0,23.76,0.448,332.78,2080,0.628823612,8.62804878,24.79
7/11/1989,0,23.155,0.448,357.54,1888.12,0.574924446,8.75,24.79
8/11/1989,0,22.75,0.448,360.95,1800,0.521025279,8.87195122,24.89
9/11/1989,0,23.75,0.448,322.72,2080,0.485092501,8.932926829,24.9
10/11/1989,0,22.89,0.446650231,325.53,1932.86,0.449159723,9.024390244,24.9
11/11/1989,0,20.905,0.443999884,353.24,1625.27,0.395260556,8.780487805,24.82
12/11/1989,0,21.075,0.443999884,343.92,1663.26,0.34136139,8.551829268,25.11
13/11/1989,0,22.15,0.443999884,301.29,1903.94,0.287462223,8.521341463,25.27
14/11/1989,0,23.015,0.443999884,302.1,2001.79,0.251529445,8.62804878,25.09
15/11/1989,0,23.69,0.442650116,304.18,2080,0.233563056,8.048780488,24.97
16/11/1989,0,22.63,0.440000116,321.91,1872.29,0.233563056,7.286585366,24.93
17/11/1989,0,15.36,0.440000116,390.18,1000,0.215596667,7.347560976,24.89
18/11/1989,0,15.435,0.440000116,354.42,1127.99,0.197630278,6.875,24.87
19/11/1989,0,17.705,0.440000116,358.87,1273.11,0.179663889,6.768292683,24.87
20/11/1989,0,19.195,0.440000116,336.44,1445.04,0.163494139,6.920731707,24.86
21/11/1989,0,17.775,0.435999884,373.92,1202.44,0.14552775,7.088414634,24.84
22/11/1989,0,18.05,0.435999884,366.88,1240,0.131154639,7.240853659,24.82
23/11/1989,0.59,19.025,0.435999884,300.65,1488.43,0.138341195,7.103658537,24.8
24/11/1989,0,17.35,0.435999884,350.17,1240.85,0.152714306,7.057926829,24.79
25/11/1989,0,20.18,0.435999884,279.66,1697.1,0.149121028,7.210365854,24.78
26/11/1989,0,22.37,0.435999884,264,1959.02,0.163494139,7.164634146,24.78
27/11/1989,16.57,22,0.434650116,220.26,1800,0.287462223,7.37804878,24.74
28/11/1989,0,23,0.432,252.93,2080,0.305428612,7.545731707,24.72
29/11/1989,0,23,0.432,208.89,2200,0.34136139,7.545731707,24.72
30/11/1989,0,18.065,0.432,302.21,1399.59,0.359327779,7.698170732,24.71
1/12/1989,0,16.92,0.432,311.55,1285.97,0.323395001,6.082317073,24.69
2/12/1989,0,18.32,0.432,301.24,1411.42,0.305428612,5.655487805,24.67
3/12/1989,0,15.84,0.432,310.37,1200.04,0.287462223,5.06097561,24.62
4/12/1989,0,10.11,0.432,367.88,689.34,0.269495834,4.237804878,24.59
5/12/1989,0,11.885,0.432,363.15,781.36,0.251529445,4.31402439,24.56
6/12/1989,0,13.92,0.430650231,354.16,920,0.233563056,4.49695122,24.53
7/12/1989,0,17.09,0.428000116,332.89,1183.16,0.215596667,4.710365854,24.53
8/12/1989,0,21.63,0.428000116,268.77,1781.13,0.215596667,5.030487805,24.68
9/12/1989,15.09,19.22,0.428000116,188.82,1600.11,0.251529445,5.259146341,24.77
10/12/1989,0,13.005,0.428000116,275.62,1039.95,0.251529445,5.457317073,24.72
11/12/1989,0,12.9,0.428000116,313.4,936.5,0.287462223,5.579268293,24.83
12/12/1989,0,16.225,0.428000116,331.44,1116.04,0.269495834,5.68597561,24.73
13/12/1989,0,16.765,0.428000116,314.74,1206.61,0.269495834,5.792682927,24.71
14/12/1989,0,10.095,0.428000116,334.04,723.81,0.251529445,5.899390244,24.69
15/12/1989,0,12.605,0.428000116,329.6,880,0.251529445,6.006097561,24.71
16/12/1989,0,15.895,0.428000116,291.25,1200,0.233563056,6.112804878,24.61
17/12/1989,0,17.235,0.428000116,283.1,1323.74,0.233563056,6.204268293,24.87
18/12/1989,0,17.86,0.428000116,194.18,1599.99,0.233563056,6.280487805,24.87
19/12/1989,0,20.015,0.428000116,239.87,1720,0.215596667,6.341463415,24.81
20/12/1989,2.66,20.385,0.428000116,215.94,1777.98,0.215596667,6.432926829,24.77
21/12/1989,11.21,17.515,0.428000116,159.28,1548.75,0.287462223,6.219512195,24.72
22/12/1989,0,13.775,0.428000116,234.43,1193.59,0.34136139,6.204268293,24.69
23/12/1989,31.86,6.56,0.428000116,227.82,639.21,0.898319446,6.341463415,24.61
24/12/1989,0,0.18,0.428000116,306.61,400,3.054286118,6.493902439,24.54
25/12/1989,0,2.53,0.428000116,341.7,440,2.874622229,6.570121951,24.51
26/12/1989,0,6.615,0.428000116,345.8,578.01,2.551227228,6.615853659,24.58333333
27/12/1989,0,10.16,0.428000116,338.37,745.53,2.155966671,6.676829268,24.65666667
28/12/1989,0,12,0.428000116,355.55,800,1.796638893,6.768292683,24.73
29/12/1989,0,14,0.428000116,358.39,879.76,1.581042226,6.844512195,24.73
30/12/1989,0,16.5,0.428000116,342.97,1079.95,1.437311114,6.920731707,24.74
31/12/1989,0,19.665,0.428000116,322.24,1386.02,1.239680836,6.966463415,24.76
1/1/1990,0,20,0.428000116,293.9,1528.67,1.095949725,7.042682927,24.71
2/1/1990,0,16.37,0.428000116,320.27,1146.29,0.988151391,7.118902439,24.64
3/1/1990,0,17.495,0.428000116,315.77,1241.06,0.862386669,7.164634146,24.58
4/1/1990,0,19.25,0.428814583,305.07,1414.2,0.772554724,7.240853659,24.61
5/1/1990,3.21,22.31,0.431921528,173.18,2000,0.700689168,7.332317073,24.63
6/1/1990,0,23.75,0.432,225.02,2200,0.628823612,7.423780488,24.67
7/1/1990,0,23.165,0.432,267.37,1964.54,0.592890835,7.484756098,24.66
8/1/1990,0,22.74,0.432,248.38,1996.27,0.521025279,7.530487805,24.65
9/1/1990,0,18.54,0.432,319.89,947.32,0.485092501,7.606707317,24.64
10/1/1990,0,15.035,0.432,349.27,686.06,0.449159723,7.408536585,24.62
11/1/1990,0,15.695,0.432,348.26,535.4,0.413226945,7.5,24.62
12/1/1990,0,16.5,0.432,356.81,530.94,0.377294167,7.652439024,24.59
13/1/1990,0,13.045,0.432814352,379.28,385.08,0.359327779,7.743902439,24.56
14/1/1990,0,13.145,0.435999884,359.01,448.05,0.323395001,7.789634146,24.54
15/1/1990,0,17.05,0.435999884,359.49,541.32,0.305428612,7.835365854,24.48
16/1/1990,0,19.555,0.435999884,328.55,730.71,0.287462223,7.896341463,24.48
17/1/1990,0,20.705,0.435999884,304.52,875.82,0.269495834,7.667682927,24.5
18/1/1990,0,19.655,0.435999884,353.64,639.74,0.251529445,7.652439024,24.44
19/1/1990,0,21.06,0.435999884,331.57,749.58,0.233563056,7.789634146,24.42
20/1/1990,0,22.87,0.438650231,288.67,1030.03,0.215596667,7.530487805,24.41
21/1/1990,0,23.155,0.440000116,321.66,876.52,0.197630278,7.37804878,24.41
22/1/1990,0,22.28,0.440000116,285.34,1016.62,0.197630278,7.393292683,24.36
23/1/1990,0,19.64,0.440000116,369.13,572.54,0.179663889,7.484756098,24.35
24/1/1990,0,21.195,0.440000116,359.3,600,0.172477334,7.545731707,24.29
25/1/1990,0,23.015,0.440000116,336.63,720,0.163494139,7.698170732,24.3
26/1/1990,0,19.105,0.443999884,380.13,495.01,0.152714306,7.835365854,24.26
27/1/1990,0,15.755,0.443999884,349.79,430.92,0.143731111,7.911585366,24.25
28/1/1990,0.01,18.515,0.443999884,353.3,520.3,0.136544556,8.00304878,24.26
29/1/1990,0,21.5,0.443999884,338.63,640,0.132951278,8.048780488,24.27
30/1/1990,0,23,0.443999884,318.65,760,0.149121028,8.048780488,24.28
31/1/1990,0.04,22.755,0.448,310.81,761.25,0.159900861,8.094512195,24.57333333
1/2/1990,0,22.715,0.448,331.81,725.08,0.154510945,8.155487805,24.86666667
2/2/1990,0,23.825,0.448,313.85,811.92,0.147324389,7.743902439,25.16
3/2/1990,0,22.77,0.448,359.77,720,0.138341195,7.408536585,25.16
4/2/1990,0,23.5,0.450650116,350.83,760,0.131154639,7.423780488,25.01
5/2/1990,0,19.55,0.452,379.46,552.74,0.123968084,7.469512195,24.76
6/2/1990,0,18.02,0.452,316.96,559.96,0.118578167,7.576219512,24.62
7/2/1990,0,20.12,0.452,374.14,577.43,0.11318825,7.667682927,24.57
8/2/1990,0,20.3,0.452,386.6,567.85,0.109594972,7.774390244,24.55
9/2/1990,0,21.21,0.455999884,374.61,633.22,0.107798334,7.865853659,24.52
10/2/1990,0,23.35,0.455999884,357.8,760,0.106001695,7.942073171,24.46
11/2/1990,19.75,23.125,0.455999884,248.1,800,0.172477334,7.972560976,24.43
12/2/1990,0,17.735,0.455999884,426.38,463.73,0.215596667,8.018292683,24.43
13/2/1990,0,17.595,0.459999884,395.64,480,0.215596667,8.018292683,24.42
